"review-details_overallRating__VDxCx","timestamp_reviewDate__wvu2v","review-details_detailsLink__NxIv5","review-details_detailsLink__NxIv5 href","review-details_employee__5iA6v","review-details_employeeDetails__BvAwX","review-details_location__E_Ine","review-details_isCollapsed__Bsg_9","review-details_isCollapsed__Bsg_9 2","expand-button_ExpandButton__FlBlZ","review-details_isExpanded__bLJng","review-details_isExpanded__bLJng 2"
"1.0","5 Aug 2024","Not recommended","https://www.glassdoor.co.in/Reviews/Employee-Review-Siemens-RVW89788073.htm","Ip administrator","Former employee, less than 1 year","Bangalore Rural","Hybrid model of working
Compensation is okay.","Horrible management. Usually in companies, they would lay off by simply citing the real reason like budget cuts and all. Here they will try to break you mentally. Judging is their birthright, you are being judged at every time, including lunch or tea break. They would smile at your face and you are suppose to understand everyone's underlying feelings and take them knto xonsiderations while saying anything. If you think there is any friend, you are wrong. The manager is basically trying to determine what personality type you are, and targets are given in terms ofhow they want you to look in front of client/team, instead of the number or quality of projects to be completed. In the end, you will be made to feel worse about your own self when the thing could jave been simply resolved by mentioning the budget cut issues.

The actual and the face of people is very different and honesty is considered a problem. There is no work micromanagement, only words micromanagement.","Show more","",""
"4.0","19 Sept 2024","Nice work culture","https://www.glassdoor.co.in/Reviews/Employee-Review-Siemens-RVW91161106.htm","Test specialist","Current employee, more than 1 year","Bengaluru","Good work culture
Foods are free 
Flexible work timing 
Less work pressure","Less pay according to industry standards.
Politics","Show more","",""
"3.0","19 Sept 2024","nice","https://www.glassdoor.co.in/Reviews/Employee-Review-Siemens-RVW91165425.htm","Intern","Current intern","Pune","","","","work culture is good and pleasant space","food at canteen is not that good"
"5.0","10 Sept 2024","Best places to work","https://www.glassdoor.co.in/Reviews/Employee-Review-Siemens-RVW90899283.htm","Software engineer","Current employee, more than 1 year","Gurgaon, Haryana","Work life balance
Quality work
Career Opportunities: Theres always something to work here
Stability and Job Guaranteed till you retire 
work on new tech (may depend on project)","Certain department has old management mindset.
Salary will be higher than market average but wont be the best.","Show more","",""
"4.0","12 Sept 2024","Chilled Atmosphere to work","https://www.glassdoor.co.in/Reviews/Employee-Review-Siemens-RVW90945114.htm","Senior software engineer","Former employee, more than 1 year","Bengaluru","They have a really good work culture
The atmosphere is very chilled out.
Depends on the project however they use latest technologies which is good from learning point of view.","Financial growth could be better.","Show more","",""
"5.0","17 Sept 2024","Good company to work","https://www.glassdoor.co.in/Reviews/Employee-Review-Siemens-RVW91080426.htm","Senior software developer","Current employee, more than 8 years","Bengaluru","","","","work life balance and growth","no points at this time"
"4.0","17 Sept 2024","Work life balance","https://www.glassdoor.co.in/Reviews/Employee-Review-Siemens-RVW91100247.htm","Senior software engineer","Former employee, more than 5 years","Bengaluru","","","","provides good work life balance","Employee growth is a little slow."
"5.0","16 Sept 2024","Great place to work","https://www.glassdoor.co.in/Reviews/Employee-Review-Siemens-RVW91072510.htm","Senior solutions architect","Current employee, more than 10 years","Noida","","","","Work life balance, Job security, People","None which i can think of"
"4.0","16 Sept 2024","Work life balance","https://www.glassdoor.co.in/Reviews/Employee-Review-Siemens-RVW91073437.htm","Software developer","Current employee","Bangalore Rural","Work life balance
Flexible working time","Can not find any as of now","Show more","",""
"3.0","12 Sept 2024","A good company","https://www.glassdoor.co.in/Reviews/Employee-Review-Siemens-RVW90958604.htm","Software development engineer (sde)","Current employee, more than 1 year","Bengaluru","","","","Great work culture and friendly environment.","You might have to work in different fields based on their requirement."
"4.0","12 Sept 2024","Good company to work.","https://www.glassdoor.co.in/Reviews/Employee-Review-Siemens-RVW90942674.htm","Operations head","Former employee, more than 5 years","Gurgaon, Haryana","","","","Great Culture and team spirit.","Growth opportunities are limited after certain level."
"4.0","8 Sept 2024","About company","https://www.glassdoor.co.in/Reviews/Employee-Review-Siemens-RVW90827166.htm","Executive","Current employee, more than 5 years","Vadodara","","","","Working time , other benefit , 5 day working, Good for learning new things, work cultures","There is nothing to say about cons."
"4.0","11 Sept 2024","Good Work Life Balance","https://www.glassdoor.co.in/Reviews/Employee-Review-Siemens-RVW90918296.htm","Software engineer","Current employee, more than 3 years","Bengaluru","","","","Good work culture, work life balance","Less pay compare to other product based companies."
"5.0","3 Sept 2024","Machine learning Engineer Internship @ Siemens","https://www.glassdoor.co.in/Reviews/Employee-Review-Siemens-RVW90670476.htm","Machine learning engineer intern","Current intern, less than 1 year","Bengaluru","Freedom to explore new things and pitch in ideas.
Exposure to latest technologies and tools.
Friendly and helpful colleagues.","Nothing much, Siemens is a best place for freshers to learn and gain industry experience.","Show more","",""
"3.0","6 Sept 2024","good","https://www.glassdoor.co.in/Reviews/Employee-Review-Siemens-RVW90779354.htm","Analyst","Former employee, more than 1 year","New Delhi","its good if you can work hard for such less pay and if you want to attend uni, they fund.","no work life balance 
less pay 
slow growth","Show more","",""
"4.0","4 Sept 2024","I enjoyed working with Siemens","https://www.glassdoor.co.in/Reviews/Employee-Review-Siemens-RVW90704086.htm","Software engineer","Former employee, more than 1 year","Pune","Latest tech stack
Good team members
Job Security","Slightly low salary as compared but as long as job is secured I would not mind","Show more","",""
"5.0","6 Sept 2024","It was a great experience","https://www.glassdoor.co.in/Reviews/Employee-Review-Siemens-RVW90784646.htm","Internship","Former intern, less than 1 year","Mumbai","Work culture is really really great","Lots of task for a trainee role","Show more","",""
"5.0","7 Sept 2024","Work life balance","https://www.glassdoor.co.in/Reviews/Employee-Review-Siemens-RVW90800930.htm","Finance","Current intern, less than 1 year","Bengaluru","","","","Good work environment everyone can work effectively","There is nothing cons in this company"
"4.0","9 Sept 2024","Salary","https://www.glassdoor.co.in/Reviews/Employee-Review-Siemens-RVW90835846.htm","Software developer","Current employee","Bengaluru","","","","Good salary, work form home","Not sure I'm new currently"
"4.0","1 Sept 2024","Salary for P11 with 3+ Years","https://www.glassdoor.co.in/Reviews/Employee-Review-Siemens-RVW90621353.htm","Software developer engineer","Current employee, less than 1 year","Bengaluru","Work life balance is fine","Strict timing, and requires better management","Show more","",""
"5.0","24 Aug 2024","HVAC Graphics Design","https://www.glassdoor.co.in/Reviews/Employee-Review-Siemens-RVW90379698.htm","Component design engineer","Current employee, more than 3 years","Chennai","Pros of your current company might include opportunities for career growth, a supportive work environment, competitive salary and benefits, and a good work-life balance. Additionally, positive company culture, job stability, and recognition can enhance job satisfaction.","Base pay is less compared with market range.","Show more","",""
"4.0","6 Sept 2024","Salary","https://www.glassdoor.co.in/Reviews/Employee-Review-Siemens-RVW90777560.htm","Test automation engineer","Former employee","Bengaluru","","","","Good work life balance because of German culture","Low pay as compared to Siemens Healthineers"
"4.0","4 Sept 2024","Salary","https://www.glassdoor.co.in/Reviews/Employee-Review-Siemens-RVW90725671.htm","Sales support associate","Former employee","Bengaluru","","","","Good environment to work with and supportive colleagues","Salary is too low based on the industry standards and experience"
"4.0","31 Aug 2024","Siemens as a company","https://www.glassdoor.co.in/Reviews/Employee-Review-Siemens-RVW90592257.htm","Software development engineer (sde)","Current employee, more than 1 year","Bengaluru","- The work culture is really good.
- It really helps in maintaining one's work-life balance.","- Did not find many negatives as such as a whole.","Show more","",""
"5.0","24 Aug 2024","Awesome Company","https://www.glassdoor.co.in/Reviews/Employee-Review-Siemens-RVW90387751.htm","Mechanical design engineer","Current employee, more than 1 year","Navi Mumbai","Prefer not to say, you will get to know after entering in organisation.","siemens is separating core products and forming separate companies such as Siemens Energy, Siemens Healthlieneirs, Siemens Gamesa, Innomotics, in these companies there is no proper safety, infrastructure, and policies.","Show more","",""
"5.0","4 Sept 2024","Siemens","https://www.glassdoor.co.in/Reviews/Employee-Review-Siemens-RVW90727545.htm","Project engineer","Current employee, more than 3 years","Navi Mumbai","","","","Culture is best , Work Life balance","Salary is less as compared to market"
"4.0","2 Sept 2024","Great place to work. Best work culture ever.","https://www.glassdoor.co.in/Reviews/Employee-Review-Siemens-RVW90626871.htm","Software developer","Current employee","Bengaluru","","","","Work culture, inclusiveness and futuristic projects.","I really can't think of any."
"3.0","27 Aug 2024","P2P","https://www.glassdoor.co.in/Reviews/Employee-Review-Siemens-RVW90470712.htm","Process expert","Former employee, less than 1 year","Bengaluru","Good work-life balance
HR is good","Only reporting work, things are too slow and not organized.","Show more","",""
"5.0","1 Sept 2024","experience","https://www.glassdoor.co.in/Reviews/Employee-Review-Siemens-RVW90608105.htm","Summer itern","Former employee, less than 1 year","Gurgaon, Haryana","","","","excellent environment and work life balance","i didn't see any cons while being an intern"
"5.0","25 Aug 2024","Salary package at Siemens-Dales Manager","https://www.glassdoor.co.in/Reviews/Employee-Review-Siemens-RVW90393469.htm","Sales manager","Current employee, more than 3 years","Calcutta","Good place for learning
Other benefits are good.","Frequently change the organisational structure at lower level.","Show more","",""
"5.0","27 Aug 2024","Best company to work with","https://www.glassdoor.co.in/Reviews/Employee-Review-Siemens-RVW90483663.htm","Solutions engineer","Former employee, more than 3 years","Navi Mumbai","Good Management
Better Policies
A good place to learn from team and seniors","There is no cons in my view.","Show more","",""
"4.0","28 Aug 2024","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-Siemens-RVW90499852.htm","Senior software engineer","Former employee, more than 1 year","Bangalore Rural","Good salary, Good technology, best company to work","Nothing specific apart from few colleagues","Show more","",""
"5.0","28 Aug 2024","good","https://www.glassdoor.co.in/Reviews/Employee-Review-Siemens-RVW90512934.htm","Software development engineer (sde)","Current employee, more than 1 year","Bengaluru","good work culture
good work culture
good work culture
good work culture
good work culture","slow growth , but good for senior","Show more","",""
"5.0","24 Aug 2024","Good company, Good benefits","https://www.glassdoor.co.in/Reviews/Employee-Review-Siemens-RVW90392187.htm","Software engineer","Current employee, more than 5 years","Gurgaon, Haryana","Everything is good like work life balance, supportive team, Management is good","They do not give good hikes.
There is no bonus","Show more","",""
"5.0","28 Aug 2024","Very Good Company","https://www.glassdoor.co.in/Reviews/Employee-Review-Siemens-RVW90494530.htm","Intern","Former intern, less than 1 year","Gurgaon, Haryana","","","","The Culture is very nice","there are no cons of working in this company"
"5.0","29 Aug 2024","Supportive work environment","https://www.glassdoor.co.in/Reviews/Employee-Review-Siemens-RVW90551778.htm","Consultant factory medical officer","Current employee, more than 1 year","Aurangābād, Maharashtra","","","","Professional respect, Supportive work environment","Limited career advancement, lack of benefits"
"5.0","27 Aug 2024","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-Siemens-RVW90446940.htm","Software engineer/developer","Current employee, more than 1 year","Bengaluru","Good culture and food , facilities and opportunities are great","Wonderful opportunities
Decent pay 
Good food good life","Show more","",""
"5.0","25 Aug 2024","Great place to learn","https://www.glassdoor.co.in/Reviews/Employee-Review-Siemens-RVW90410587.htm","Technical intern","Former intern, less than 1 year","Bengaluru","","","","Freedom to work on your own terms. No micromanagement","Salary could be higher for graduate interns"
"4.0","30 Aug 2024","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-Siemens-RVW90566406.htm","Software developer","Former employee","Bengaluru","","","","Work life balance is good","Learning is not that much."
"5.0","29 Aug 2024","Internship experience","https://www.glassdoor.co.in/Reviews/Employee-Review-Siemens-RVW90525098.htm","Internship","Former intern, less than 1 year","Bengaluru","","","","Its a very good company","It primarily focuses on automation"
"5.0","29 Aug 2024","Intern","https://www.glassdoor.co.in/Reviews/Employee-Review-Siemens-RVW90546598.htm","Intern","Former intern, less than 1 year","Noida","","","","Good culture, good people, good food","No cons in my experience"
"3.0","22 Aug 2024","Good Interview","https://www.glassdoor.co.in/Reviews/Employee-Review-Siemens-RVW90326394.htm","Software engineer","Current intern, more than 1 year","Chennai","","","","Good company with niche and cutting edge technologies.","Not much of a software development related company, so much work or project may not be there"
"4.0","28 Aug 2024","Test","https://www.glassdoor.co.in/Reviews/Employee-Review-Siemens-RVW90518884.htm","Regional risk manager","Current employee","Coimbatore","","","","Work life balance in office","Sale domination without any knowledge"
"4.0","26 Aug 2024","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-Siemens-RVW90442719.htm","Intern","Former intern","Bengaluru","","","","Everything is good including work, salary, benefits","Nothing as far as I could see"
"5.0","16 Aug 2024","The best company to work with","https://www.glassdoor.co.in/Reviews/Employee-Review-Siemens-RVW90155374.htm","Business development manager","Current employee, more than 8 years","Chennai","","","","It is the best and secured job. With all freedom to try. We also get proper policy and procedures in place","Low renumeration when compared to market"
"4.0","20 Aug 2024","Work at Siemens","https://www.glassdoor.co.in/Reviews/Employee-Review-Siemens-RVW90274525.htm","Design engineer","Former employee","Bengaluru","","","","Hybrid work,Exposure to international working culture","Work pressure one guy responsible for entire project with minimal help ."
"4.0","21 Aug 2024","Company Review","https://www.glassdoor.co.in/Reviews/Employee-Review-Siemens-RVW90278637.htm","Software engineer","Former employee, more than 3 years","Bengaluru","","","","Stable company, good collaborative environment.","Pay package wise average, increments are not attractive, Legacy codes and structures."
"5.0","17 Aug 2024","Good work life Balance | Less hike","https://www.glassdoor.co.in/Reviews/Employee-Review-Siemens-RVW90184591.htm","Devops engineer","Current employee, more than 1 year","Bangalore Rural","Good work life balance 
Not at all strict 
Super environment","Less learning 
Less hike and appraisal","Show more","",""
"4.0","23 Aug 2024","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-Siemens-RVW90360340.htm","Regional finance manager","Current employee, more than 1 year","Chennai","","","","Nice growth and very good management","The team is very conservative sometimes"
"5.0","23 Aug 2024","production supervisor","https://www.glassdoor.co.in/Reviews/Employee-Review-Siemens-RVW90356057.htm","Production supervisor","Current employee","Goas","","","","Culture, learning, benefits, cab, food","management, manager, politics, growth, salary"
"4.0","20 Aug 2024","Work Life Balance","https://www.glassdoor.co.in/Reviews/Employee-Review-Siemens-RVW90261516.htm","Software engineer/developer","Current employee, more than 1 year","Bengaluru","Work life balance and security is well maintained","Nothing major to mention as cons","Show more","",""
"4.0","22 Aug 2024","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-Siemens-RVW90314171.htm","Data engineer intern","Former intern, less than 1 year","Noida","","","","The culture is good and positive.","Lack of communication with the Bengaluru team."
"5.0","17 Aug 2024","Company review","https://www.glassdoor.co.in/Reviews/Employee-Review-Siemens-RVW90174608.htm","Gte-mechanical","Current employee, more than 1 year","Gurgaon, Haryana","Good company. 
Package also good.
You can gain knowledge in this compy","There is no cons of the company","Show more","",""
"5.0","20 Aug 2024","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-Siemens-RVW90259092.htm","Senior executive","Former employee, more than 5 years","Navi Mumbai","Balance life and job security","Work life also balance nothing else","Show more","",""
"1.0","2 Sept 2024","Worst place to work","https://www.glassdoor.co.in/Reviews/Employee-Review-Siemens-RVW90627160.htm","Senior software engineer","Current employee, less than 1 year","Bengaluru","","","","Nothing , all cons here","Full on politics, even on the lower level"
"3.0","25 Jul 2024","Worst senior management","https://www.glassdoor.co.in/Reviews/Employee-Review-Siemens-RVW89497805.htm","Senior software engineer","Current employee, more than 1 year","Pune","- mixed of good and bad technology wise projects.
- work life balance","- worst senior management ( managers doesn't know the way of talking) very unprofessional and feels themselves as they own company.
No rational decision.
- payscale is very less compared to market","Show more","",""
"1.0","6 Jun 2024","Terrible experience","https://www.glassdoor.co.in/Reviews/Employee-Review-Siemens-RVW88026495.htm","Area sales professional","Former employee, more than 1 year","Calcutta","Systems and Policies are well documented.
Salary on time","Policies are just documented but it actually depends on approving manager. People are discouraged to avail policies like reimbursement for mobile handset etc.
No job security at all
People are threatened inside closed rooms that they'll be put under PIP and then their manager stops interacting.
People are continuously threatened.
Teams within teams are formed as per manager's choice and then the left out team member is harassed mentally
Even though people are indirectly asked to leave/ ""choose their own path"" still notice period recovery is done from them once he/she gets a good opportunity outside.
People are hired but then they treat them worst so that they leave so that they can hire cheaper people
Worst regional management ever","Show more","",""
"5.0","14 Aug 2024","good experience","https://www.glassdoor.co.in/Reviews/Employee-Review-Siemens-RVW90091172.htm","Graduate trainee","Former intern, less than 1 year","Gurgaon, Haryana","great working atmosphere 
team is ready to help","don’t allow interns to apply their mind on ongoing projects","Show more","",""
"5.0","24 Jul 2024","One of the best companies I've worked in!","https://www.glassdoor.co.in/Reviews/Employee-Review-Siemens-RVW89454678.htm","Applications developer","Former employee, more than 3 years","Bengaluru","Best work-life balance. Organization is adapting to transform itself to new tech trends. Strong ethics and values. Best senior management. Subsidised food vendors. Work culture is cool and informal.","A bit of unconscious bias towards local language preference and regional bias. Seasonal layoffs whenever profit margin is affected.","Show more","",""
"5.0","16 Aug 2024","Great company to work in","https://www.glassdoor.co.in/Reviews/Employee-Review-Siemens-RVW90148742.htm","Sr. software engineer","Former employee, more than 1 year","Bengaluru","","","","Great company to work in","Nothing, it is a good company"
"5.0","11 Aug 2024","Best","https://www.glassdoor.co.in/Reviews/Employee-Review-Siemens-RVW89985395.htm","Software developer","Current employee, more than 1 year","Chennai","Good work environment Encourage employees in many ways","Cabs are not provided since it situated in city limits","Show more","",""
"4.0","12 Aug 2024","Great Org but salary growth is very low","https://www.glassdoor.co.in/Reviews/Employee-Review-Siemens-RVW89997395.htm","Finance manager","Current employee, more than 10 years","Gurgaon, Haryana","Employee friendly
Compliance focused
Flexible WFH","Low salary increase
Very Bureaucratic
Significant interference from HQ","Show more","",""
"5.0","13 Aug 2024","Best work life balance","https://www.glassdoor.co.in/Reviews/Employee-Review-Siemens-RVW90054275.htm","R&d project manager","Current employee","Bengaluru","","","","All good as per my experience","Nothing as such seen so far"
"5.0","13 Aug 2024","Buyer","https://www.glassdoor.co.in/Reviews/Employee-Review-Siemens-RVW90034837.htm","Scm specialist","Current contractor, more than 3 years","Gurgaon, Haryana","","","","Very good environment and management is great","On rolling the third party ejmployee"
"5.0","7 Aug 2024","It's a good company to work especially for freshers","https://www.glassdoor.co.in/Reviews/Employee-Review-Siemens-RVW89867566.htm","Intern","Current intern","Electronics City","","","","Friendly work culture and worklife balance","There are no cons. It's a very good company"
"4.0","14 Aug 2024","Good company","https://www.glassdoor.co.in/Reviews/Employee-Review-Siemens-RVW90075635.htm","Software engineer advanced","Current employee","Pune","","","","Salary, health insurance is good","Growth is a bit slow"
"5.0","10 Aug 2024","Dgy","https://www.glassdoor.co.in/Reviews/Employee-Review-Siemens-RVW89973994.htm","Graduate engineering trainee get","Current employee, less than 1 year","Chennai","","","","Share some cars in a class at heart attack","To design an overcurrent relay circuit using logic"
"5.0","11 Aug 2024","Good workplace","https://www.glassdoor.co.in/Reviews/Employee-Review-Siemens-RVW89978617.htm","Manager","Current employee, more than 3 years","Pune","","","","Good work-life balance, supportive environment to work.","Too much process oriented, slow growth."
"5.0","6 Aug 2024","its a nice experience after  working there","https://www.glassdoor.co.in/Reviews/Employee-Review-Siemens-RVW89830235.htm","Eda","Current intern","Noida","","","","u may get ppo after performing better","its little different from product based companies"
"4.0","2 Aug 2024","Good Company","https://www.glassdoor.co.in/Reviews/Employee-Review-Siemens-RVW89732217.htm","Associate consultant","Current employee, more than 5 years","Bengaluru","Nice Company
WLB
Less hikes per year","Office Politics are more
You should speak to manager always put butter to get good hikes and promotions","Show more","",""
"4.0","7 Aug 2024","supportive environment","https://www.glassdoor.co.in/Reviews/Employee-Review-Siemens-RVW89863774.htm","Maintenance engineer","Former contractor","Bokāro","","","","maintenece of machines , like transformer , ac motors , etc","strict shedule , heavy work load"
"5.0","1 Aug 2024","Great Place to work","https://www.glassdoor.co.in/Reviews/Employee-Review-Siemens-RVW89697651.htm","Lead software developer","Current employee, more than 1 year","Bengaluru","","","","Lots of great project and learning opportunity. Product based company, great perks","None as of now, I have been working here since July 2023"
"4.0","20 Jul 2024","Good Employer","https://www.glassdoor.co.in/Reviews/Employee-Review-Siemens-RVW89321654.htm","Senior project manager","Current employee, more than 10 years","Gurgaon, Haryana","Good work life balance
Supports in relocation depending upon geniune reasons
Exposure at both national and international level","Career Growth is bit slow
Large organization, hence growth is restricted","Show more","",""
"4.0","5 Aug 2024","Excellent work environment","https://www.glassdoor.co.in/Reviews/Employee-Review-Siemens-RVW89792892.htm","Senior engineer","Current employee, more than 8 years","Bengaluru","1. Excellent work environment
2. Good work life balance","1. No competitive salary
2. Mid management does not have vision","Show more","",""
"3.0","7 Aug 2024","Culture is extremely good","https://www.glassdoor.co.in/Reviews/Employee-Review-Siemens-RVW89859959.htm","Technical intern","Current intern, less than 1 year","Noida","","","","Certain teams and seniors are extremely helpful and cooperative.","The coordination could be better."
"5.0","5 Aug 2024","Great place to work","https://www.glassdoor.co.in/Reviews/Employee-Review-Siemens-RVW89819056.htm","Senior manager","Current employee, more than 5 years","Bengaluru","","","","Excellent work life balance with hybrid working","Salary package is not very attractive"
"5.0","7 Aug 2024","Best organisation to work with","https://www.glassdoor.co.in/Reviews/Employee-Review-Siemens-RVW89875053.htm","Head of marketing","Current contractor, more than 3 years","Mumbai","","","","Good environment and open culture","should remain open for relocation"
"4.0","8 Aug 2024","NA","https://www.glassdoor.co.in/Reviews/Employee-Review-Siemens-RVW89896857.htm","Requirements engineer","Current employee","Mumbai","","","","Great Work Enviornment & Speak-up Culture","There is no such kind of cons."
"3.0","1 Aug 2024","How it feels like to be a Scholar at Siemens","https://www.glassdoor.co.in/Reviews/Employee-Review-Siemens-RVW89714913.htm","Scholar trainee","Current intern, less than 1 year","Navi Mumbai","","","","You get great opportunities, training, internships with yearly allowances.","Less number of training centres in India currently"
