"review-details_overallRating__VDxCx","timestamp_reviewDate__wvu2v","review-details_detailsLink__NxIv5","review-details_detailsLink__NxIv5 href","review-details_employee__5iA6v","review-details_employeeDetails__BvAwX","review-details_location__E_Ine","review-details_isExpanded__bLJng","review-details_isExpanded__bLJng 2","review-details_isCollapsed__Bsg_9","review-details_isCollapsed__Bsg_9 2","expand-button_ExpandButton__FlBlZ"
"4.0","27 May 2024","Good company","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Power-RVW87668206.htm","Associate","Current employee","Bhubaneshwar","Job security in this company","low pay is really dissapointing","","",""
"4.0","13 May 2024","As a fresher you get to learn alot","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Power-RVW87210515.htm","Lead engineer","Current employee, more than 1 year","Mumbai","As a fresher, learned alot. Work life balance.","After certain time you will get repetitive work to do","","",""
"3.0","24 May 2024","Good company,bad location","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Power-RVW87608997.htm","Team lead","Current employee, more than 1 year","Ganjām","","","timely salary
recession proof job","no work life balance
less increment
high variable pay
bias
bad location","Show more"
"3.0","13 May 2024","Great place to work but not enough growth opportunities","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Power-RVW87213244.htm","Lead engineer","Former employee, more than 3 years","Mumbai","","","Stable job and no worry of getting fired","Culture is not good
Alot of micro managing is involved","Show more"
"4.0","16 Apr 2024","Chemistry department Head at Power Plant","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Power-RVW86391163.htm","Power plant chemistry department head","Current employee","","","","Handling Chemistry Laboratory for supporting Power plant analysis, Condesate polishing unit operation and DM plant management.
   Handling capatilization Laboratory and Online analyeser","Experience of handling of officer, staff and contract work force with safe handling of bulk chemicals.","Show more"
"3.0","2 May 2024","No career growth and financial growth","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Power-RVW86901539.htm","Team lead-hr","Former employee, more than 10 years","Mumbai","","","Job Security , Safety Culture","No Financial or professional growth.","Show more"
"4.0","22 May 2024","xxxx","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Power-RVW87541532.htm","Senior manager","Current employee, more than 10 years","Mumbai","","","work 
balance
time
benefits
growth","salary
compensation
promotion
long hours
no weekends","Show more"
"5.0","16 May 2024","review","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Power-RVW87330967.htm","Software engineer","Current employee, less than 1 year","Bangalore Rural","good company. better work place","not much as its a good comapny","","",""
"4.0","14 May 2024","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Power-RVW87274049.htm","Team lead","Former employee, more than 3 years","Mumbai","","","Supportive, Collaborative, employee friendly and good","slow growth and wait time","Show more"
"5.0","26 Apr 2024","Proactive professional offering 10 years of experience in Project Management and Site Operations Management","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Power-RVW86708584.htm","Lead engineer","Current employee","","Excellent Work Culture, Job Security, Employee friendly, Skill development. Safety.","Package is low. Delay in Promotion.","","",""
"4.0","9 May 2024","Nice company","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Power-RVW87121066.htm","Team lead safety","Current employee, more than 3 years","Bhubaneshwar","","","Good company good benifits also better opportunity","Not as such cons as good company","Show more"
"5.0","3 May 2024","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Power-RVW86925687.htm","Team leader","Current employee, more than 1 year","Bhubaneshwar","","","GOOD company to pass time","A lot of relaxed time will kill your brain cells","Show more"
"2.0","1 May 2024","Growth and Salary is limited","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Power-RVW86863157.htm","Lead engineer","Current employee, more than 8 years","Bengaluru","","","Salary growth is limited.
dis parity in salary.
No Growth","Salary growth is very very low compare to market standard","Show more"
"3.0","4 May 2024","Tata power","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Power-RVW86955271.htm","Assistant manager","Current employee","Jaipur, Rajasthan","Working culture is good people are helpful","Incentive pay and pay disparity","","",""
"4.0","30 Apr 2024","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Power-RVW86823346.htm","Lead engineer","Current employee","Ahmedabad","Very good to work here.","PMS SYSTEM is the bad program","","",""
"4.0","8 Apr 2024","Great company !","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Power-RVW86097831.htm","Meter data analyst","Former employee, more than 1 year","Mumbai","","","Best Work Life Balance
Ample opportunities to learn
Very supportive environment
Stay facilities also provided","Decent financial benefits with other basic facilities","Show more"
"4.0","3 Apr 2024","Good place to work","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Power-RVW85950207.htm","Lead engineer","Former employee, more than 5 years","Mumbai","Good culture. Company is getting competitive in terms of work","Slow growth and slow processes in the company","","",""
"4.0","2 Mar 2024","Holistic learning opportunities","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Power-RVW84944130.htm","Anonymous employee","Current employee, more than 5 years","","","","Great learning experiences across generation, transmission and distribution, employee benefits are good, multiple opportunities available to grow, good work life balance","One needs to be patient for promotions, salary hikes are average compared to peers, bureaucratic organisation, difficult to get noticed as company is very big","Show more"
"5.0","8 Apr 2024","Great start for career","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Power-RVW86102523.htm","Graduate trainee engineer","Former employee, more than 1 year","Kendujhar","","","Good working environment
Supporting colleagues","Sometime workload gets increased but otherwise timely","Show more"
"5.0","24 Mar 2024","Great projects and people. Need better technical  management.","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Power-RVW85661988.htm","Graduate engineering trainee get","Former employee, more than 1 year","Mumbai","Great projects and people. Need better technical management.","The company lacks experienced professionals especially in Software Development department.","","",""
"3.0","3 Apr 2024","GET","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Power-RVW85953932.htm","Graduate engineering trainee get","Former employee","Bengaluru","Ethics, exposure, good managers, internal system in place","Work life balance, growth is too slow","","",""
"4.0","31 Mar 2024","Gets hectic at times","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Power-RVW85857119.htm","Anonymous employee","Former employee, more than 1 year","Mumbai","Good values and salary on time","No chances of growth. Salary is less","","",""
"3.0","29 Mar 2024","okay","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Power-RVW85817776.htm","Lead engineer","Former employee, less than 1 year","Jamshedpur","","","Good health insurance policy benefits
Flat rent compensation
Work life balance","not good for freshers to learn","Show more"
"3.0","20 Mar 2024","Slow Growth","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Power-RVW85523739.htm","Lead engineer","Former employee, more than 3 years","Jamshedpur","Job Security like a government job.","Very slow growth. Promotions after 6-7 years","","",""
"5.0","16 Mar 2024","Good environment and policy.","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Power-RVW85392068.htm","Lead engineer","Current employee, more than 3 years","Baleshwar","","","Good working environment.Best colleagues there.","Ctc structure is not that good","Show more"
"4.0","5 Mar 2024","Very good company with learning and work life balance","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Power-RVW85006865.htm","Senior officer","Former employee, more than 1 year","Balasore","","","Better work life balance
Good atmosphere
You get to learn a lot","Salary structure is less. Rest all good.","Show more"
"3.0","21 Mar 2024","SAP","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Power-RVW85565460.htm","Sap fico consultant","Current employee","Bhubaneshwar","","","Work environment 
Work life balance
Everyone will be friendly here","Salary
Career growth
Learning skill","Show more"
"1.0","7 Apr 2024","Career Limiting Work Experience","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Power-RVW86075666.htm","Team lead","Current employee, more than 3 years","Mumbai","","","Leveraging the Tata brand name on your profile","Poor compensation - No industry/academic qualification matching to compensation. Strictly work from office. Outdated HR policies.","Show more"
"5.0","18 Mar 2024","nice","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Power-RVW85447014.htm","Graduate trainee engineer","Current employee","Mumbai","","","Nice Environment
Opportunities good
ssssssssss
ssssssssss
ssssssssss","Work from office
5 days a week","Show more"
"5.0","10 Mar 2024","Nice Company","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Power-RVW85192477.htm","Business development manager","Current employee, more than 5 years","Mumbai","","","Good perks and good work life balance","No cons as of now","Show more"
"5.0","12 Mar 2024","Review","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Power-RVW85254314.htm","Graduate engineer trainee (get)","Current employee, less than 1 year","Mumbai","The work culture is very good.","There is nothing negative here.","","",""
"5.0","12 Mar 2024","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Power-RVW85253350.htm","Anonymous employee","Former employee","","Good company to work with","it has bit slow growth","","",""
"4.0","4 Mar 2024","Lead Engineer","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Power-RVW84973600.htm","Lead engineer","Former employee, more than 1 year","Mundra, Gujarat","Good work culture, housing benefit","Remote location , more work due to less employees","","",""
"2.0","3 Mar 2024","Think before you join","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Power-RVW84950734.htm","Lead associate","Former employee, less than 1 year","Mumbai","Job security, work life balance","Toxic work culture, no recognition","","",""
"3.0","28 Feb 2024","Used to be better","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Power-RVW84848311.htm","Lead engineer","Former employee, more than 1 year","","Learning Experience is very good.","Less salary than the work profile.","","",""
"4.0","28 Feb 2024","Salary","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Power-RVW84830883.htm","Team lead","Former employee, less than 1 year","Bangalore Rural","Work life balance,good pay, supportive colleagues.","No cons as of now","","",""
"4.0","17 Feb 2024","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Power-RVW84471524.htm","Lead engineer","Current employee, more than 3 years","Bengaluru","","","Focuses on individual Learnings if person is interested.","Below average salary than the market.","Show more"
"1.0","1 Mar 2024","Safety","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Power-RVW84925548.htm","Scada engineer","Current employee, more than 1 year","Thāne","","","Exposure to many systems and independent work","Only 1 day week off candidates are having same salary as other corporate candidates having 2 days week offs. No extra benefits for overtime work.","Show more"
"5.0","3 Feb 2024","Culture of Work/Life Balance","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Power-RVW84031083.htm","Lead engineer","Current employee, more than 3 years","Berhampur","","","Scope is high
Work/Life Balance
Growth to Intense work","Developing Project hectic challenges some times.
Stable Growth","Show more"
"3.0","10 Feb 2024","Lead Engineer","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Power-RVW84263086.htm","Lead engineer","Former employee","Mumbai","","","Work life balance
Leave policy","Low salary
Low growth in Company","Show more"
"5.0","19 Jan 2024","Very good organisation","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Power-RVW83522952.htm","Senior hr manager","Former employee, more than 5 years","Mumbai","","","Very good organisation culture and benefits for employees","Salary is less. No remote working option","Show more"
"4.0","1 Feb 2024","Work environment","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Power-RVW83945130.htm","Lead engineer","Current employee","","","","Less work pressure and stress","Arrogant employees 
Poor work life balance","Show more"
"5.0","22 Jan 2024","Tata power-lead engineer","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Power-RVW83592774.htm","Lead engineer","Current employee","","Work life balance , other benefits like housing, medical insurance","Growth and promotion opportunity is less.","","",""
"2.0","29 Jan 2024","Unbeatable Job Security, No Growth","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Power-RVW83821482.htm","Lead associate","Former employee, more than 1 year","Mumbai","","","No layoffs
Reputation
Good technical culture
Decent beenfits","No pay
Slow growth
Subpar leave policy","Show more"
"2.0","26 Jan 2024","NA","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Power-RVW83767124.htm","Hr-executive","Former employee, less than 1 year","Mundra, Gujarat","Paid accomodation and utilities bill and transport","work culture, promotions are slow, PMS is not good","","",""
"4.0","30 Dec 2023","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Power-RVW82932968.htm","Group head","Current employee, more than 10 years","Mumbai","","","Best for starting the career and learning best practices and process apart from technical things.","Low growth and low salary.Office politics are more.
No specific growth plan for graduate engineer.","Show more"
"5.0","13 Jan 2024","Positive Experience","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Power-RVW83333994.htm","Qa lead engineer","Current employee, more than 1 year","Bhubaneshwar","Work life balance is good","Legacy company so have to catch up on the technical front","","",""
"5.0","31 Dec 2023","Salaey","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Power-RVW82946878.htm","Engineer","Current employee, more than 10 years","Ajmer","Good work environment is provided here","Timing is the min issue here","","",""
"3.0","14 Dec 2023","Good but very less hike.","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Power-RVW82616164.htm","Lead engineer","Current employee, more than 1 year","Noida","Employee benefits are good. Overall noce","Less salary hike. Promotion process is very slow.","","",""
"3.0","19 Dec 2023","Fresher at Tata Power","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Power-RVW82709373.htm","Lead engineer","Former employee, more than 1 year","Mumbai","","","Exposure
End to end project development","Less Salary
No WFH policy","Show more"
"3.0","18 Nov 2023","Healthy perks but little work-life balance","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Power-RVW81916545.htm","Lead engineer","Current employee, more than 3 years","Bīkāner, Rajasthan","","","1. Good perks incl accommodation, travel, food
2. Paid holidays for project sites","1. Long workhours with no work-life balance
2. Low salary structure","Show more"
"5.0","3 Dec 2023","Best","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Power-RVW82276188.htm","Quality engineer","Current employee","Bīkāner, Rajasthan","Good environment for working culture","No have any bad reseon","","",""
"3.0","8 Nov 2023","Great Work Culture","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Power-RVW81670091.htm","Lead marketing","Current employee, more than 1 year","Bengaluru","","","Great Culture Good Learning Daily practices","Not a great pay masters Many deduction","Show more"
"4.0","21 Nov 2023","NA","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Power-RVW81978405.htm","Engineer","Former employee, more than 1 year","Noida","Salary, Work Ethic, culture and benefits","Slow promotions, take a lot of time","","",""
"4.0","3 Nov 2023","Good place for engineers","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Power-RVW81526806.htm","Group head","Former employee, more than 10 years","Mumbai","Employee benifits are good and medical assistant is very good.","No change in benefit as per location","","",""
"5.0","5 Nov 2023","Tata power ddl","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Power-RVW81550947.htm","Aot","Former employee","New Delhi","","","flexibility, job security, Benefits, Culture,, work life balance","Low salary , slow promotions,","Show more"
"4.0","11 Nov 2023","Review","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Power-RVW81741809.htm","Bhr","Current employee, more than 1 year","Mumbai","Culture, learning opportunities , good people","processes are slow, compensation hikes are less","","",""
"3.0","31 Oct 2023","Good job security","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Power-RVW81433896.htm","Graduate engineering trainee get","Former employee, less than 1 year","Mumbai","One of the better job securities for an electrical engineer","Lot of physical work involved for a test engineer","","",""
"4.0","7 Nov 2023","Company","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Power-RVW81606145.htm","Graduate engineer trainee","Former employee","Mumbai","Work culture is Good At Tata Power","Salary is less not competitive","","",""
