"review-details_overallRating__VDxCx","timestamp_reviewDate__wvu2v","review-details_detailsLink__NxIv5","review-details_detailsLink__NxIv5 href","review-details_employee__5iA6v","review-details_employeeDetails__BvAwX","review-details_location__E_Ine","review-details_isCollapsed__Bsg_9","review-details_isCollapsed__Bsg_9 2","expand-button_ExpandButton__FlBlZ","review-details_isExpanded__bLJng","review-details_isExpanded__bLJng 2"
"5.0","12 Aug 2024","One of the Best Company to work for","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Motors-RVW90020285.htm","Senior manager","Former employee, more than 5 years","Ahmedabad","Career Growth: Tata Motors provides various opportunities for career development and advancement.
Innovative Work Environment: Tata Motors is known for its focus on innovation and technology.
Competitive Compensation: The company typically offers competitive salaries and benefits packages
Employee Welfare: Tata Motors is known for its emphasis on employee welfare and work-life balance","Work Pressure: Depending on your role and department, you might face high expectations and intense work pressure, which can affect work-life balance.
Limited Flexibility: Some positions might have rigid working hours or less flexibility compared to startups","Show more","",""
"4.0","24 Sept 2024","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Motors-RVW91310634.htm","Senior manager","Former employee, more than 5 years","Pune","","","","Work culture is good here","Salary is relatively less here"
"4.0","6 Sept 2024","Good Organisation to start career and build character","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Motors-RVW90771607.htm","Junior associate","Former employee, more than 3 years","Pantnagar","1. Good Environment 
2. Task based loading is less, Hence More time you get to interact with Senior and learn new things.
3. Brand Value is good Hence you get many opportunities.","1. Starting Salary is very low compare to NCR for DET, As a result it will create hurdles to get good salary after Tata","Show more","",""
"2.0","23 Sept 2024","Tata Motors Senior Manager","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Motors-RVW91256285.htm","Senior manager","Current employee","Mumbai","Job security
Good width for internal movement","Pays less
Growth is slow","Show more","",""
"3.0","23 Sept 2024","Nice","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Motors-RVW91263195.htm","Sales consultant","Former employee, more than 1 year","Thrissur","","","","Good product training and perks","Quality of product is need to update"
"5.0","22 Sept 2024","Sales","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Motors-RVW91247434.htm","Sales","Former employee, more than 1 year","Hyderābād","","","","It's pure Indian brand.worth company","Nothing as of cons except new models"
"3.0","20 Sept 2024","Ok","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Motors-RVW91208341.htm","Senior technical support executive","Current employee, more than 1 year","","","","","Nice place to work and happy nature","Nevers gives a leave not even During emergency"
"3.0","20 Sept 2024","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Motors-RVW91211843.htm","Territory sales manager","Current employee","Rājkot, Gujarat","","","","Brand value and job security","More old generation people around"
"3.0","20 Sept 2024","job","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Motors-RVW91208366.htm","Software engineer","Current freelancer","Mumbai","","","","Established company with a solid reputation.","Potential slow decision making processes"
"4.0","18 Sept 2024","Best company","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Motors-RVW91116528.htm","Senior sales engineer","Former employee, more than 3 years","Pune","Good culture. 
Job security 
Nice facility","Nothing as such
Appraisals need to be done","Show more","",""
"4.0","18 Sept 2024","Support","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Motors-RVW91118836.htm","Diploma engineer trainee","Former employee, more than 1 year","Pune","","","","Team members and management are very supportive","Some time work load is very high"
"1.0","23 Sept 2024","Culture","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Motors-RVW91261036.htm","Senior manager","Current employee, more than 3 years","Pune","work-life balance is good, paid holidays are more","work and office culture is the issue. locals are encouraged and have no respect for other people (outside of state)","Show more","",""
"5.0","16 Sept 2024","Good Company to work","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Motors-RVW91043558.htm","Trainee engineer","Current employee, more than 1 year","Pune","Friendly atmosphere, nice culture. most preferable","no cons to say about company","Show more","",""
"1.0","22 Sept 2024","Employee at Tata motors","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Motors-RVW91239510.htm","Manufacturing engineer","Current intern","Dhārwād","It's a good company to start career","There are no cons everything is good","Show more","",""
"4.0","5 Sept 2024","A good company with decent in-hand salary. Mechanical Students should consider this job.","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Motors-RVW90753403.htm","Graduate engineering trainee get","Current employee","Pune","","","","Good pay, side benefits like health insurance coverage and stuff.","Not a major cons. There are minor ones that dont require much attention."
"3.0","14 Sept 2024","Ok","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Motors-RVW91020056.htm","Senior manager","Current employee, more than 1 year","Pune","Job security is good
Location is good","Not technical work
OEM
Salary increment","Show more","",""
"4.0","2 Sept 2024","Great company to work for!!","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Motors-RVW90653533.htm","Senior manager","Current employee, more than 3 years","Pune","1. Work life balance
2. Career growth opportunities
3. Company growing at very fast pace","1. At some times there is some office politics involved.
2. Meetings meetings and lots of meetings for any small work.","Show more","",""
"4.0","13 Aug 2024","Heush","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Motors-RVW90071490.htm","Customer service","Current employee, more than 3 years","Delhi Cantonment","Works culture is Good
Professional life and personal life is balanced
All employees covered under company’s own health insurance (No deduction for health insurance)
Free hand for learning and new initiatives

Dislikes
Promotion is very slow
Salary increment is very low
Tour limits are quite less as compared to other companies

Work Details
Work days: Monday to Saturday (Strict Timings)","Dislikes
Promotion is very slow
Salary increment is very low
Tour limits are quite less as compared to other companies

Work Details
Work days: Monday to Saturday (Strict Timings)","Show more","",""
"5.0","12 Sept 2024","Good Company","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Motors-RVW90954214.htm","Senior manager","Former employee, more than 8 years","Mumbai","","","","Good governance and work culture","Nothing specific everything is good"
"3.0","6 Sept 2024","Fickle- minded Upper management","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Motors-RVW90769877.htm","Senior manager, gtm strategy","Former employee, more than 3 years","Mumbai","Medical policy, Travel policy, Job security","Direction changes as per the whims of the upper management who have little understanding of the ground reality","Show more","",""
"3.0","18 Aug 2024","Great place to work at overall","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Motors-RVW90188388.htm","Senior manager","Former employee, more than 1 year","Lucknow","HR policies are liberal. Very slim chances of layoffs or VRS as we have seen under conditions of COVID-19 in other private companies. Just ensure you have decent ratings or above.","Although in production and other functions work load can get high at times like 12 hour shifts and working on holidays and extended weeks like 9-10 day weeks.","Show more","",""
"4.0","10 Sept 2024","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Motors-RVW90877239.htm","Operations","Former employee, more than 1 year","Pune","","","","Good company to work in","Good company to work in but salary is low"
"4.0","5 Sept 2024","Safe company good WL balance","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Motors-RVW90741099.htm","Senior manager","Current employee, more than 8 years","Pune","Multiple project exposure
Self driven","Bureaucracy
Hierarchy
Need to push others for initiative","Show more","",""
"4.0","29 Aug 2024","Great place to build vision","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Motors-RVW90536863.htm","Operations intern","Former intern, less than 1 year","Pune","Exposure to an awesome industry with great people","Redundant nature of work can make it a little boring","Show more","",""
"3.0","8 Sept 2024","average","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Motors-RVW90818662.htm","Intern","Current intern","","","","","good salary no layoff dont have that much of pressure","no work from home there"
"5.0","5 Sept 2024","its a good company","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Motors-RVW90743054.htm","Business development executive","Current employee, less than 1 year","Bhopal","Timely pay is processed here","Working hours are a bit rigid","Show more","",""
"5.0","4 Sept 2024","Work.life balance","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Motors-RVW90725735.htm","Senior manager","Current employee, more than 5 years","Pune","","","","Work life balance is apt","Not much growth in terms of salary and learning"
"5.0","3 Sept 2024","work life balance at TATA motors","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Motors-RVW90663015.htm","Senior manager","Current employee, more than 1 year","Pune","","","","work life balance at TATA motors","getting promoted is very difficult"
"3.0","29 Aug 2024","Work life balance","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Motors-RVW90556454.htm","Asst manager","Current employee, more than 10 years","Jamshedpur","Inthis company you get lots of work life balance and one weekly off","Some time weekly off also fall in weekdays","Show more","",""
"4.0","31 Aug 2024","Amazing TATA group","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Motors-RVW90599397.htm","Diploma engineer trainee","Former intern, more than 1 year","Pantnagar","","","","Management is good, food is good","Union is not good as the didnt respect the any management employee"
"5.0","26 Aug 2024","Awesome organization","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Motors-RVW90443547.htm","Senior engineer","Current employee, more than 3 years","Bengaluru","You will have much and more to explore and learn..and it has the very good and supportive management","Work life balance might be little effected","Show more","",""
"3.0","31 Aug 2024","Electrician","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Motors-RVW90590653.htm","Electrician","Former intern, less than 1 year","Jamshedpur","A Good work nature .","Salary is very low as expected","Show more","",""
"5.0","27 Aug 2024","General Manager - sales & marketing","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Motors-RVW90463603.htm","General manager","Current employee, more than 10 years","Mumbai","","","","High freedom to work , multiple learning opportunities","Long working hours, less yearly increment, loyalty is not valued"
"4.0","2 Sept 2024","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Motors-RVW90636586.htm","Asst manager","Former employee, more than 3 years","Pune","","","","Good company overall in auto sector","No spl issues found there"
"5.0","31 Aug 2024","Good Company For Freshers","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Motors-RVW90590787.htm","Diploma apprentice trainee","Current employee, less than 1 year","Chikhali","","","","Staff members are good .","No any reason for downside"
"3.0","28 Aug 2024","hard","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Motors-RVW90521218.htm","Mechanic","Current employee, more than 1 year","New Delhi","because i always loved tata companys cars","its hard for me to works","Show more","",""
"5.0","28 Aug 2024","Associate trainee","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Motors-RVW90521650.htm","Associate trainee","Former employee, more than 1 year","Jamshedpur","Work in ppc and line areas","Any quality and safety issue","Show more","",""
"5.0","20 Aug 2024","Project management","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Motors-RVW90245554.htm","Senior manager","Current employee, more than 1 year","Thāne","Corporate environment and very supportive interaction with seniors","Yet I haven't found any downside things","Show more","",""
"4.0","26 Aug 2024","Great Place to work","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Motors-RVW90411962.htm","General manager","Current employee","","Work Life balance
Scale of the organization
Freedom to operate
Ethics 
Good opportunities","Not a good paymaster
Growth is slow","Show more","",""
"3.0","30 Aug 2024","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Motors-RVW90574356.htm","Automotive service advisor","Former intern, less than 1 year","Gwalior, Madhya Pradesh","Good for initial level of experience","Nothing. No cons.
Nothing no cons","Show more","",""
"3.0","29 Aug 2024","Good to moderate","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Motors-RVW90538957.htm","Designer","Former temporary employee, less than 1 year","Bengaluru","","","","Good team and work place","Not the best place for growth"
"4.0","24 Aug 2024","Good company but slow paced","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Motors-RVW90376550.htm","Senior manager","Current employee, more than 3 years","Pune","","","","All sorts of benefits and really good for settling down","Very slow paced and slower progressions and hikes"
"3.0","28 Aug 2024","great","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Motors-RVW90505290.htm","Software engineer","Former employee, less than 1 year","New Delhi","good work life balance
great location","less pay 
less incentive 
less growth orientation","Show more","",""
"5.0","24 Aug 2024","Tata Motors","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Motors-RVW90379408.htm","Intern","Former intern","","","","","Very helpful managers, will guide throughout the internship and clarify any doubts you have.","Not any cons to name"
"4.0","26 Aug 2024","good","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Motors-RVW90446344.htm","Evaluator","Current employee","Chennai","","","","Salary on time , good work life balance","no growth for 2 to 3 years.."
"4.0","26 Aug 2024","Good place to work","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Motors-RVW90416911.htm","Associate engineer","Current employee, less than 1 year","Navi Mumbai","","","","Great work culture, no pressure, on time sallary","Process is slow in the company"
"5.0","27 Aug 2024","Senior Manager","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Motors-RVW90463444.htm","Senior manager","Current employee, more than 1 year","Mumbai","","","","Work culture, Employees benefits,Policies,leaves, Work-life","Slow growth, favouritism,no HR intervention,work pressure"
"3.0","22 Aug 2024","lack of learning opportunity for intern","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Motors-RVW90313579.htm","Hr intern","Current intern, less than 1 year","Lucknow","","","","not giving opportunity to non tech people to learn well.","better brand name and value."
"5.0","24 Aug 2024","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Motors-RVW90390163.htm","Senior manager","Former employee, more than 3 years","New Delhi","Work life balance security
Learnings","No cons as such except adapatable to different roles","Show more","",""
"5.0","18 Aug 2024","Good facilities","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Motors-RVW90190718.htm","Sr. design engineer","Current employee, more than 1 year","Pune","Work life bance 
Good working culture for Professional","Seams like government offices 
No modern amenities","Show more","",""
"5.0","26 Aug 2024","good","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Motors-RVW90423690.htm","Technician","Current employee","Nānded","tata the name itself brand","1. holiday
2.holiday
3.holiday
4.holiday
5.holiday","Show more","",""
"4.0","22 Aug 2024","Good company to work with","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Motors-RVW90321750.htm","Senior manager","Former employee, less than 1 year","Pune","","","","Employee benefits related to health","Takes long time to elevate deserving employees."
"5.0","19 Aug 2024","A great Indian OEM to work with","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Motors-RVW90237770.htm","Senior manager","Current employee, more than 3 years","Pune","Good employee benifits 
Wider perspective on product","Bureaucracy at all levels in decision making","Show more","",""
"4.0","19 Aug 2024","Tata motors salary","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Motors-RVW90215068.htm","Graduate engineer trainee (get)","Former employee, more than 1 year","Pune","","","","Best structure and culture in comparison with private companies","The growth is kinda slow as compared to others"
"4.0","22 Aug 2024","Good Company","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Motors-RVW90342506.htm","Finance manager","Current employee, more than 1 year","Pune","","","","Good learning opportunities, business understanding","Salary low compared to competitors"
"5.0","5 Aug 2024","Good employer. Huge learning.","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Motors-RVW89786259.htm","Sr. manager engineering","Current employee, more than 5 years","Pune","Huge learing at Tata motors.
Ample of opportunities.
Growth is good.","Lack of process.
person oriented work.","Show more","",""
"2.0","21 Aug 2024","good for starters","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Motors-RVW90282527.htm","Apprentice","Former intern","Pune","","","","good company for freshers for their career","works schedule is very hectic"
"5.0","17 Aug 2024","Good Work culture","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Motors-RVW90178025.htm","Designer","Former employee","Jamshedpur","","","","It's work culture and employees benifits","I don't feel there is any downside of tata motors"
"4.0","21 Aug 2024","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Motors-RVW90277438.htm","Executive","Current employee","Pune","","","","Work life balance, Learning opportunity","You should negotiate salary before joining"
"5.0","13 Jul 2024","The quintessential Indian brand","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Motors-RVW89112342.htm","Business development officer","Current employee","","Really great products which is led by a thought process of modernization and Rapid development leading manufacturer in EV and CNG vehicles highly specialised penetration in every market segment","Inconsistent service and after sales experienced by some customers, we senior have to deal with the problems which is created by junior staff due to their lack of knowledge","Show more","",""
"3.0","19 Aug 2024","R&D","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Motors-RVW90212539.htm","Senior manager","Current employee, more than 8 years","Jamshedpur","","","","Good culture to work with","Salary is low as compared to other companies"
"5.0","14 Aug 2024","Great company to work","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Motors-RVW90109056.htm","Senior manager production operations","Current employee","Rudrapur","","","","Good and fair policies in place","Remuneration not as good as other companies"
"4.0","17 Aug 2024","Stable Employer","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Motors-RVW90170006.htm","Dgm marketing","Former employee, more than 3 years","Mumbai","","","","Employee Friendly policies, Streamlined processes","Slow Progress, hierarchical and too many layers"
"5.0","14 Aug 2024","Great","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Motors-RVW90097947.htm","Customer service advisor","Current employee","Jammu, Jammu and Kashmir","","","","All things are good here.","Nothing is bad here which we can say."
"5.0","8 Aug 2024","good employer with great benefits","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Motors-RVW89918677.htm","Senior manager","Current employee, more than 8 years","Pune","","","","love working with the company it has great work culture","very hierarchical so some time lead to dissatisfaction"
"4.0","15 Aug 2024","Overall good","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Motors-RVW90109940.htm","Marketing coordinator","Former employee","Mumbai","","","","Workplace is good and friendly","Not much of growth happening"
"4.0","31 Jul 2024","good work life balance","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Motors-RVW89684101.htm","Internship","Current intern, less than 1 year","Pune","good management and environment of campus","Some locations or plants might have limited opportunities for growth and development compared to others.","Show more","",""
"4.0","13 Aug 2024","Good place to work","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Motors-RVW90070068.htm","Associate engineer","Former employee, more than 1 year","Pune","Good Salary
Job Growth
Job Security","Sometimes it becomes hectic work","Show more","",""
"5.0","10 Aug 2024","Good company to work for","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Motors-RVW89967026.htm","Sr. manager, operations","Former employee, more than 5 years","Ahmedabad","","","","Independence to work as you desire","Too much bureaucracy and red tapism"
"3.0","10 Aug 2024","Need to Improve many things","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Motors-RVW89968387.htm","Senior manager","Former employee, more than 5 years","Guwahati","","","","Flexible working hours, results are more important","Favoritism runs across the organization"
"4.0","23 Jul 2024","It's good, could be better","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Motors-RVW89416394.htm","Senior manager","Current employee, more than 3 years","Pune","Job is actually good.
However, the differentiating part is the brand name. This brand is a conglomerate, thus it comes with lots of benefits in its parallel subsidiaries.","Sometimes you could feel that the job is not challenging enough.","Show more","",""
"4.0","10 Aug 2024","great","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Motors-RVW89963662.htm","General manager","Former employee","Delhi Cantonment","","","","its great working place and environment","there are non that o know of"
"5.0","8 Aug 2024","Best company","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Motors-RVW89897103.htm","Business systems analyst","Former employee, more than 1 year","Mumbai","","","","Highly recommended best company supportive","As such there is no cons"
"4.0","6 Aug 2024","Good work culture","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Motors-RVW89852264.htm","Maintenance technician","Former employee, more than 1 year","Dhārwād","","","","Salary on time no work pressure","Promotion are slow growth depend on experience"
"4.0","5 Aug 2024","Good to work","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Motors-RVW89818233.htm","Sr manager - purchase","Current employee, more than 5 years","Pune","","","","Good company to work . 5 days week","Everything is good in Tata Motors"
"5.0","4 Aug 2024","Good for learning","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Motors-RVW89768195.htm","Senior manager","Former employee, more than 3 years","Pune","","","","Great place to learn and grow","Bit of hierarchy system and boss culture"
"5.0","23 Jul 2024","Good work life balance","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Motors-RVW89407650.htm","Post graduate engineering trainee pget","Current employee, more than 1 year","Pune","A very good work culture and nice work life balance , getting to learn something new everyday.","Do not have any particular negative point i would like to highlight.","Show more","",""
"5.0","23 Jul 2024","Best Place to Work","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Motors-RVW89405535.htm","Dgm product management","Current employee","","Transparent systems
TATA Code of Conduct
Helps employee growth and promotes creativity & Innovation","bureaucratic
Highly Egoistic Bosses
not very agile
Moderate office beautification","Show more","",""
"5.0","5 Aug 2024","ERC Intern","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Motors-RVW89790437.htm","Internship","Former intern, less than 1 year","Pune","","","","Exposure, Independet, Learning, Knowledge, Adapatation","The worst is it lacks diveristy"
"5.0","21 Jul 2024","I was a intern at Tata Motors Ltd where I worked as a intern under Data Engineering Team.","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Motors-RVW89352549.htm","Ai intern","Former intern, less than 1 year","Thāne","","","","The work culture is great and people are kind","No cons as such during my tenure"
"5.0","31 Jul 2024","Very good delivery time","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Motors-RVW89682787.htm","Buyer","Former freelancer, less than 1 year","Chandigarh","","","","Very good delivery time for all models","Limited Colours options whish they made dark edition."
"2.0","1 Aug 2024","nice service","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Motors-RVW89690724.htm","Coustomer service","Current employee, less than 1 year","Navsāri","best build quality and stability","after some time engine make noise","Show more","",""
"5.0","4 Aug 2024",".","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Motors-RVW89774001.htm","Data analyst","Current employee, more than 1 year","Bangalore Rural","good management 

response

salary

benifits","no growth

no benifits

low salary 

ettc","Show more","",""
"4.0","3 Aug 2024","Good company","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Motors-RVW89764673.htm","Engineer","Current employee, more than 1 year","Kānpur, Uttar Pradesh","","","","Great environment to work here","No cons I can find"
"4.0","25 Jul 2024","Good company to work with","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Motors-RVW89488549.htm","Senior manager","Former employee, more than 3 years","Pune","Good work life balance.
Opportunity to work on new technologies.
Easy transfer to different roles .","Salary not upto the market value.","Show more","",""
"4.0","3 Aug 2024","shop","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Motors-RVW89761040.htm","Senior manager","Current employee, more than 8 years","Pune","","","","better security with diverse workforce","growth rate is quite slow"
"5.0","1 Aug 2024","Great","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Motors-RVW89689397.htm","Senior manager","Former employee","Mumbai","","","","Amazing place to work with good leadership","No cons for this company"
