"review-details_overallRating__VDxCx","timestamp_reviewDate__wvu2v","review-details_detailsLink__NxIv5","review-details_detailsLink__NxIv5 href","review-details_employee__5iA6v","review-details_employeeDetails__BvAwX","review-details_location__E_Ine","review-details_isCollapsed__Bsg_9","review-details_isCollapsed__Bsg_9 2","expand-button_ExpandButton__FlBlZ","review-details_isExpanded__bLJng","review-details_isExpanded__bLJng 2"
"4.0","9 Sept 2024","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Steel-RVW90846614.htm","Manager","Current employee","Jamshedpur","","","","Laid back work environment but hectic work","Location can be boring but calm"
"4.0","8 Sept 2024","Good place to work","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Steel-RVW90815520.htm","Sr manager, marketing","Current employee, more than 1 year","Calcutta","Work freedom
Work life balance 
Pay package","Growth for lateral entry is slow","Show more","",""
"4.0","9 Sept 2024","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Steel-RVW90847136.htm","Manager","Current employee, more than 5 years","Jamshedpur","","","","Good supportive nice atmosphere helpful","Salary structure timings work biss"
"5.0","6 Sept 2024","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Steel-RVW90776817.htm","Senior software engineer","Current employee","Bangalore Rural","","","","This is good company for feshers.","have a workload at friday nights."
"5.0","5 Sept 2024","Good experience","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Steel-RVW90756422.htm","Sales executive","Current employee, more than 1 year","Jamshedpur","","","","Almost everything, from work culture to job security","Nothing major as of now"
"5.0","5 Sept 2024","Best steel company to work for","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Steel-RVW90731121.htm","Manager","Current employee","Mumbai","Work life balance
Training opportunities","Very slow promotions
Bureaucratic culture","Show more","",""
"4.0","4 Sept 2024","Good and average, less opportunity to grow","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Steel-RVW90692981.htm","Manager","Current employee, more than 1 year","Sahibābād","Average salary
Work life balance","Not as of now ,no cons","Show more","",""
"3.0","4 Sept 2024","Okay","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Steel-RVW90709776.htm","Manager","Former employee, more than 1 year","Jamshedpur","","","","prolonger career here at TSL jamshedpur","Very slow work process due to very old org"
"3.0","31 Aug 2024","About tatasteel","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Steel-RVW90605110.htm","Data engineer","Former employee","Jamshedpur","","","","You'll get your own car, medical insurance facilities and a company quarter","Not much pay but there are more pros"
"4.0","4 Sept 2024","Good organization","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Steel-RVW90694427.htm","Manager","Former employee, more than 3 years","Jamshedpur","Work life balance
Employee wellness
Empowerment
Training and development","Little slow career growth
Bureaucracy","Show more","",""
"5.0","2 Sept 2024","Great place to work","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Steel-RVW90628392.htm","Manager - hrbp","Current employee, more than 1 year","Jamshedpur","","","","Good culture and leadership team","Salary is below Market standard"
"4.0","30 Aug 2024","Good place","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Steel-RVW90586205.htm","Junior engineer","Current employee, more than 1 year","Kalinganagar","Good place to stay strong work life balance","Development is crucial in the field of mechanical engineering","Show more","",""
"5.0","1 Sept 2024","Amazing company","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Steel-RVW90606599.htm","Senior manager","Current employee, more than 8 years","","","","","Best policies that are employee friendly","Little bureaucratic and hierarchical but manageable"
"4.0","28 Aug 2024","Freshers salary","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Steel-RVW90523879.htm","General management trainee","Current employee","Jamshedpur","","","","Flexible timings, good facility and onboarding program","Remote location, promotion based on susceptibility of frequent transfer"
"4.0","10 Aug 2024","Good place, great people but growth is very slow.","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Steel-RVW89962483.htm","Manager corporate strategy and planning","Current employee, more than 3 years","Jamshedpur","Compensation is better than competition in the industry 
Flexible working hours
People are good in general 
Leaves policy is good","Very slow growth
Promotion depends on favouritism
Remote locations
Too much bureaucracy","Show more","",""
"4.0","27 Aug 2024","Excellent","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Steel-RVW90470132.htm","Senior associate","Former employee, more than 10 years","Chennai","Work life balance and work culture","Slow growth and no transfer policy","Show more","",""
"2.0","25 Aug 2024","Slow organisation","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Steel-RVW90409747.htm","Finance team","Current employee, more than 5 years","Calcutta","Large organisation with good brand","Too slow for young people","Show more","",""
"5.0","25 Aug 2024","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Steel-RVW90396125.htm","Manager","Former employee, less than 1 year","Mumbai","Very good work culture, happy place to work","Timing is not fixed, sometimes 6 days working","Show more","",""
"3.0","27 May 2024","My manager sucked","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Steel-RVW87669658.htm","Junior engineer","Current employee, more than 3 years","Jājpur","Organisation is best place, they will treat you equally.","Some managers who have been promoted from lower levels can be difficult to work with. They may try to impose their decisions on you and interfere with your personal life. They may not welcome new ideas or understand your perspective. However, it's important to note that not all managers are the same. Many managers have been really helpful to me. Unfortunately, my immediate manager was not supportive of my progress and seemed more focused on promoting people from his own region.","Show more","",""
"4.0","26 Aug 2024","Nice training period","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Steel-RVW90413744.htm","Management trainee","Former employee","Jamshedpur","","","","Great training period, lot of fun.","Training to work is quite a different transition in culture."
"4.0","26 Aug 2024","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Steel-RVW90414070.htm","Business associate","Current employee, more than 3 years","Mumbai","","","","Good place to work in long term","Nothing I felt as such in my working period."
"4.0","22 Aug 2024","Good company with lot of politics","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Steel-RVW90318399.htm","Anonymous employee","Current employee","","","","","No work pressure. Easier deadlines","Lack of commitment and attitude from internal team members"
"5.0","23 Aug 2024","amazing experience","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Steel-RVW90375548.htm","Compensation manager","Former employee, less than 1 year","New Delhi","Good culture
Great Benefits
Good Leaders","Low Pay for EEs in HR","Show more","",""
"4.0","2 Aug 2024","Great work life balance","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Steel-RVW89740771.htm","Technologist","Former employee, more than 8 years","Jamshedpur","Great work life balance, industry average pay, independence in work, good for knowledge growth, high job security","Slow hierarchical growth, slow increments, slow decision making, low recognitions","Show more","",""
"3.0","15 Aug 2024","Deep rooted company in bad phase of management","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Steel-RVW90124751.htm","Area manager","Current employee, more than 10 years","Jamshedpur","Respectful culture overall
No sudden job cuts","HR policies unable to retain talent
No pay revision for 13 years","Show more","",""
"4.0","20 Aug 2024","Tata Steel Limited India","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Steel-RVW90273879.htm","Area manager","Current employee, more than 5 years","Jamshedpur","","","","Good Work Culture, strong administration","Learning is not fast-paced, monotonous daily job"
"3.0","21 Aug 2024","Low wage","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Steel-RVW90286224.htm","Assistant engineer","Former employee, more than 1 year","Khopoli","","","","Provides stay, fixed salary, fixed shifts","Rotating shifts, night duty, pollution"
"3.0","9 Aug 2024","Good perks","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Steel-RVW89942771.htm","Assistant engineer trainee (aet)","Current employee, more than 10 years","Jamshedpur","Good training exposure, helps nurture individual skills and talents and showcase them","Bureaucratic company that still somehow has multiple layers","Show more","",""
"4.0","19 Aug 2024","Very Good","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Steel-RVW90207431.htm","Assistant manager-safety","Current employee, more than 10 years","Kalinganagar","","","","I really enjoy working here.","Career growth is very slow."
"5.0","16 Aug 2024","xx","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Steel-RVW90144805.htm","Manager-hr","Former employee","Jamshedpur","","","","excellent benefits & policies are there.","there is nothing as cons."
"5.0","12 Aug 2024","Excellant learning","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Steel-RVW90002635.htm","Head- accounts and finance","Former employee, more than 8 years","Calcutta","Great Learning 
Excellance work life balance","Compensation is low as compared to other industries","Show more","",""
"3.0","13 Aug 2024","Good for local people & GEt/MT","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Steel-RVW90038359.htm","Officer","Current employee, more than 1 year","Purbi Singhbhum","","","","Job security , Medical service","Dirty Politics inside the plant"
"4.0","13 Aug 2024","Summer Inspire Intern","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Steel-RVW90053093.htm","Internship","Former employee","Jamshedpur","","","","good working staff and guides","less pay as compared to many company"
"4.0","31 Jul 2024","Good work life balance but slow growth and less salary","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Steel-RVW89669249.htm","Junior engineer","Former employee, more than 5 years","Jamshedpur","Good work life balance 
Job security 
Brand value 
Diversity","Slow to no growth
Less salary hikes
Very much politics","Show more","",""
"4.0","8 Aug 2024","Campus Placement","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Steel-RVW89898289.htm","Manager, investment strategy","Former employee, more than 1 year","Calcutta","Good exposure to entire steel value chain businesses of TSL","Sometimes slow decision making processes","Show more","",""
"4.0","8 Aug 2024","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Steel-RVW89927283.htm","Electronics and communication engineering","Current employee, less than 1 year","Jamshedpur","","","","User friendly for fresher jobs","More improvent is required for all level"
"5.0","3 Aug 2024","Nice place to work","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Steel-RVW89751115.htm","Water management","Former employee","","","","","Freedom to work and Cooperation from Employees.","Salary need to be taken care of"
"4.0","7 Aug 2024","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Steel-RVW89876174.htm","Assistant manager","Current employee, more than 3 years","Kalinganagar","","","","Good to work with the same","Bad for the IT industry"
"4.0","2 Aug 2024","TATA STEEL Senior Associate Pay","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Steel-RVW89735330.htm","Senior associate","Former employee, more than 10 years","Jamshedpur","","","","Work Culture, Medical Facilities, Good benefits","Less Pay if u see compared to software roles"
"4.0","25 Jul 2024","Great Place to work (If ok with standard growth)","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Steel-RVW89504681.htm","Manager - it project manager","Former employee, more than 3 years","Jamshedpur","Great Overall Workplace, with collaborative people and the possibility of learning from the best in the industry.","Slow Career Growth and Increments.","Show more","",""
"5.0","31 Jul 2024","Good place to work","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Steel-RVW89662271.htm","Chief, human resources","Former employee, more than 10 years","Jamshedpur","","","","Strong values and principles. People care very high","Traditional . Not very agile . Heirarchy driven"
"3.0","30 Jul 2024","TSJ","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Steel-RVW89632370.htm","Human resources business partner hrbp","Current employee, less than 1 year","Jamshedpur","Job Security
Jamshedpur is a great city to live","Increments are low.
Work pressure too high","Show more","",""
"5.0","3 Aug 2024","good place to work","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Steel-RVW89752021.htm","Researcher","Current employee, more than 8 years","Jamshedpur","collaboration
steady job
good culture
good environment","not applicable 
none
all good","Show more","",""
"4.0","18 Jul 2024","tata steel is great place to work","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Steel-RVW89260659.htm","Production supervisor","Former employee, more than 10 years","Jamshedpur","takes too much care of safety of worker.","too much indulgence of manager in production.","Show more","",""
"4.0","14 Jul 2024","Good for career startup","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Steel-RVW89134416.htm","Junior engineer","Current employee, more than 10 years","Kalinganagar","Good company with full safety and job security","Sallary structure for NOPR is somewhat poor and growth is also slow","Show more","",""
"5.0","26 Jul 2024","Tata Steel","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Steel-RVW89514178.htm","Junior engineer","Current employee, more than 3 years","Jamshedpur","","","","Great company for beginners and fresher","Good company and environment is also good"
"4.0","27 Jul 2024","All good","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Steel-RVW89543975.htm","Deputy head of department","Current employee, more than 8 years","Jamshedpur","","","","All good and please join the company","Time Management and Work load"
"4.0","25 Jul 2024","Good","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Steel-RVW89503403.htm","Assistant manager","Former employee","Calcutta","","","","Work life balance was great","Low salary to employees and not as per industry standard"
"5.0","25 Jul 2024","Good work life balance","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Steel-RVW89478986.htm","Assistant engineer trainee (aet)","Former employee, more than 1 year","Jamshedpur","","","","Best training for steel industry","Very less innovation so bit boring"
"4.0","21 Jul 2024","Stable company with average pay scale.","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Steel-RVW89341630.htm","Sr. project manager","Current employee, more than 8 years","New Delhi","","","","Good work life balance and medical benefits.","Slow growth and career development opportunities"
"4.0","23 Jul 2024","Good experience","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Steel-RVW89411808.htm","Manager","Former employee, less than 1 year","Jamshedpur","","","","Good environment to work and good perks","Less technical growth as needs technical reshuffling"
"3.0","17 Jul 2024","Random Interview Process","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Steel-RVW89256831.htm","Vocational trainee","Former employee, less than 1 year","Jamshedpur","","","","Good WLB, Health Care Benefits","Politics, Just don't have to say anything those who are working there can describe better than me"
"3.0","20 Jul 2024","Work culture","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Steel-RVW89324850.htm","Logistics manager","Former employee, more than 8 years","","","","","Work life balance is better than few organisation","The performance management is eye wash."
"1.0","9 Aug 2024","Don't join tata apprentice","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Steel-RVW89951884.htm","Apprentice","Current employee, more than 1 year","Jamshedpur","","","","Secure job and good perks","Very less pay and worse working condition"
"4.0","16 Jul 2024","Nice","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Steel-RVW89214361.htm","Procurement officer","Current employee, more than 1 year","Jamshedpur","","","","Policies, flexibility towards work, work life balance","Lethargic culture, slow growth opportunities"
"3.0","12 Jul 2024","Company Culture","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Steel-RVW89082404.htm","Senior manager","Former employee, more than 10 years","","","","","Good medical Benefits, Good Policies on Executive Holiday Packages","Very slow progress, promotion process is not clear."
"5.0","15 Jul 2024","NICE COMPANY","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Steel-RVW89152714.htm","Assistant engineer","Current employee, more than 3 years","Khopoli","GOOD WORK CULTURE.
KNOWLEDGE DEVELOPMENT","salary low, long notice period,","Show more","",""
"5.0","12 Jul 2024","GREAT COMPANY","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Steel-RVW89108430.htm","Sr manager - sales","Current employee, more than 3 years","Mumbai","Good Work ethics
Great Policies","Less work life balance.
Some new business struggling","Show more","",""
"4.0","10 Jul 2024","Logistics","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Steel-RVW89024399.htm","Senior manager","Current employee","","Good company. 
Job stability. Large product portfolio","Less pay. Slow process.........difficult ult","Show more","",""
"4.0","30 Jun 2024","Good company to work with","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Steel-RVW88718466.htm","Senior manager","Current employee, more than 5 years","Mumbai","","","","Pro employee policies and good work culture","But laid back culture in certain functions, especially closer to the manufacturing plant"
"3.0","5 Jul 2024","Operation","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Steel-RVW88873531.htm","Manager","Current employee","Kalinganagar","Work culture in the department","Good learning, good environment in the department","Show more","",""
"4.0","22 Jun 2024","Quality Maintenance","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Steel-RVW88490177.htm","Junior engineer mechanical maintenance","Current employee","","Maintenance of industrial moving Machineries with quality","Customer and manpower management efficienctly","Show more","",""
"4.0","19 Jun 2024","Tata steel noamundi iron mines","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Steel-RVW88396991.htm","Back office","Former employee","","I have 7 year experience in administrative section tata steel vendor ( M/ s sukumar bose and sons","Top management
Leadership role
Safety initiative
Team work","Show more","",""
"3.0","1 Jul 2024","Nice work-life balance","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Steel-RVW88738056.htm","Anonymous employee","Current employee, more than 5 years","","","","","Work-life balance, good pay, process driven culture","Beaurocracy, slow growth, locations, red-tapism, slow processes"
"4.0","22 Jun 2024","Currently working with Tata Steel","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Steel-RVW88485580.htm","Manager","Current employee, more than 3 years","Jamshedpur","Working hours, Saturday Sunday Week off","Less pay for lateral employees","Show more","",""
"3.0","30 Jun 2024","Tata Steel","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Steel-RVW88718620.htm","Manager","Current employee, more than 5 years","Jamshedpur","TEHP
Small & developed city ( person dependent)","Pay parity is poor.
Promotion opportunities are low.","Show more","",""
"4.0","27 Jun 2024","Overall good place to work","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Steel-RVW88632572.htm","Territory sales manager (tsm)","Current employee, more than 1 year","New Delhi","","","","Job security, meaningful work, good team","Low pay, long waiting time for promotions"
"3.0","22 Jun 2024","Product design","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Steel-RVW88483180.htm","Area manager","Current employee, more than 8 years","Jamshedpur","Ontime salary, scope to learn","Office politics, increment is very less, lobby, promotion is very slow, no scope and respect for design engineers","Show more","",""
"4.0","9 Jun 2024","Good company with stable career","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Steel-RVW88081161.htm","Senior manager","Former employee, more than 8 years","Gurgaon, Haryana","Stability in the organization.
One can stay long-term.
Good HR Policies. Opportunities across various functions are available.","Medium to high bureaucracy in the organization. Career growth in terms of salary is slow.","Show more","",""
"3.0","10 Jun 2024","You'll either be a lifer or crave an exit soon as you get in","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Steel-RVW88122511.htm","Anonymous employee","Former employee","","","","","It's stable, predictable and offers fair benefits.","Average pay, low growth, bureaucratic and at times preferential."
"5.0","22 Jun 2024","Crane operation","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Steel-RVW88486842.htm","Crane operator","Former employee, more than 8 years","Jamshedpur","","","","Nice company with good work","No cons till now all good"
"3.0","17 Jun 2024","Good company with high work load","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Steel-RVW88310642.htm","Senior manager","Current employee, more than 10 years","Angul","","","","Perks, housing, leave, retirement accurals","High work pressure, low head count"
"5.0","18 Jun 2024","Amazing company","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Steel-RVW88380488.htm","Area manager","Current employee, more than 5 years","Mumbai","","","","Amazing company to work for","Institutionalizing behavior is promoted here."
"3.0","7 Jun 2024","Working culture","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Steel-RVW88038799.htm","Service delivery manager","Current employee, more than 3 years","Calcutta","Nothing best to discuss about except 5 days working.Management use employees as slave","Senior Management of tata steel comes in deputation and malpractice","Show more","",""
"5.0","16 Jun 2024","Nice company","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Steel-RVW88298951.htm","Senior hr manager","Current employee","Jamshedpur","","","","Work culture is great here","Not applicable. Everything is good"
"3.0","10 Jun 2024","Good secure job","https://www.glassdoor.co.in/Reviews/Employee-Review-Tata-Steel-RVW88130093.htm","Project manager","Current employee, more than 1 year","Jamshedpur","","","","Secure job and timely payment","Mostly site based supervision job and vendor bill processing"
